Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH
E0,03/11/12,Tottenham,Wigan,0,1,A,0,0,D,M Atkinson,13,7,10,4,10,11,9,3,1,1,0,0,1.5,4.33,6.5,1.44,4.33,7,1.44,4.33,7,1.4,4.4,7.3,1.44,4.33,7,1.5,4.56,7.45,1.44
E0,03/11/12,West Ham,Man City,0,0,D,0,0,D,H Webb,6,18,1,8,11,12,3,7,3,0,0,0,5,3.8,1.7,5,3.8,1.65,5,3.8,1.65,4.7,3.6,1.7,5,3.75,1.67,5.18,3.98,1.74,4.8
E0,04/11/12,Liverpool,Newcastle,1,1,D,0,1,A,A Taylor,20,10,12,3,10,13,14,3,0,1,0,1,1.57,4,6,1.6,4,6,1.6,4,6,1.55,3.9,5.6,1.57,3.75,6,1.54,4.39,6.89,1.55
E0,04/11/12,QPR,Reading,1,1,D,0,1,A,M Oliver,23,18,12,8,11,15,8,8,0,2,0,0,1.8,3.6,4.5,1.85,3.5,4.1,1.85,3.5,4.1,1.95,3.35,3.7,1.83,3.5,4.33,1.83,3.86,4.68,1.83
E0,05/11/12,West Brom,Southampton,2,0,H,1,0,H,M Halsey,16,9,6,5,6,12,8,6,1,0,0,0,1.73,3.75,4.75,1.75,3.6,5.25,1.75,3.6,5.25,1.75,3.5,4.5,1.75,3.75,4.5,1.76,4.07,4.82,1.75
E0,10/11/12,Arsenal,Fulham,3,3,D,2,2,D,P Dowd,15,9,9,5,12,10,8,6,1,2,0,0,1.53,4.2,6,1.57,4.1,6.25,1.57,4.1,6.25,1.5,4,6.1,1.5,4,6.5,1.56,4.4,6.48,1.57
E0,10/11/12,Aston Villa,Man United,2,3,A,1,0,H,K Friend,10,16,7,7,12,7,5,6,1,1,0,0,7,4.5,1.44,7,4,1.48,7,4,1.48,6.1,4,1.5,6.5,4,1.5,7.1,4.69,1.5,7
E0,10/11/12,Everton,Sunderland,2,1,H,0,1,A,L Mason,16,6,10,4,14,14,6,2,1,3,0,0,1.44,4.2,8,1.48,3.9,7.25,1.48,3.9,7.25,1.55,3.9,5.6,1.5,4,7,1.48,4.46,8.21,1.5
E0,10/11/12,Reading,Norwich,0,0,D,0,0,D,C Foy,7,10,3,3,9,16,10,3,0,1,0,0,2.25,3.4,3.2,2.25,3.3,3.1,2.25,3.3,3.1,2.1,3.3,3.3,2.2,3.4,3.2,2.27,3.59,3.32,2.3
E0,10/11/12,Southampton,Swansea,1,1,D,0,0,D,A Marriner,11,5,5,3,11,10,10,6,2,2,0,0,2.38,3.5,2.88,2.4,3.4,2.8,2.4,3.4,2.8,2.4,3.3,2.75,2.38,3.3,2.9,2.4,3.64,3.04,2.5
E0,10/11/12,Stoke,QPR,1,0,H,0,0,D,M Atkinson,10,17,5,8,11,16,5,5,2,3,0,0,1.91,3.4,4.2,1.85,3.4,4.25,1.85,3.4,4.25,1.75,3.5,4.5,1.91,3.4,4,1.95,3.55,4.42,2
E0,10/11/12,Wigan,West Brom,1,2,A,1,2,A,N Swarbrick,14,7,6,4,9,13,5,8,1,4,0,0,2.3,3.4,3.1,2.35,3.3,3.2,2.35,3.3,3.2,2.35,3.3,2.85,2.3,3.3,3,2.38,3.46,3.22,2.4
E0,11/11/12,Chelsea,Liverpool,1,1,D,1,0,H,H Webb,12,9,3,5,12,13,4,7,1,3,0,0,1.95,3.5,4,1.95,3.7,3.9,1.95,3.7,3.9,1.85,3.45,4,1.91,3.4,4,2.01,3.77,3.88,2
E0,11/11/12,Man City,Tottenham,2,1,H,0,1,A,M Oliver,16,6,8,2,16,7,8,2,1,2,0,0,1.57,4,6,1.65,4.2,5.25,1.65,4.2,5.25,1.6,3.7,5.4,1.62,3.75,5.5,1.59,4.4,6.12,1.62
E0,11/11/12,Newcastle,West Ham,0,1,A,0,1,A,M Dean,14,10,9,5,8,14,11,4,1,2,0,0,1.95,3.6,3.8,1.95,3.4,3.8,1.95,3.4,3.8,1.85,3.45,4,1.91,3.4,4,2.04,3.66,3.89,2.05
E0,17/11/12,Arsenal,Tottenham,5,2,H,3,1,H,H Webb,13,6,10,4,13,12,6,6,1,2,0,1,1.91,3.75,3.8,1.95,3.7,3.9,1.95,3.7,3.9,2,3.3,3.6,1.95,3.6,3.6,1.93,3.83,4.18,1.95
E0,17/11/12,Liverpool,Wigan,3,0,H,0,0,D,K Friend,22,9,11,3,9,11,10,5,0,3,0,0,1.44,4.33,7.5,1.44,4.33,7,1.44,4.33,7,1.45,4,7,1.44,4.33,7,1.49,4.7,7.49,1.44
E0,17/11/12,Man City,Aston Villa,5,0,H,1,0,H,J Moss,21,10,8,8,9,4,9,4,0,1,0,0,1.2,6.5,15,1.22,6.5,10.5,1.22,6.5,10.5,1.2,5.8,13,1.22,6,12,1.22,7.49,15.51,1.22
E0,17/11/12,Newcastle,Swansea,1,2,A,0,0,D,P Dowd,27,15,10,9,7,7,5,4,1,3,0,0,1.91,3.6,4,1.87,3.5,4,1.87,3.5,4,1.8,3.5,4.2,1.83,3.5,4.33,1.98,3.68,4.08,1.95
E0,17/11/12,Norwich,Man United,1,0,H,0,0,D,A Taylor,10,12,5,9,10,7,0,12,0,1,0,0,7,4.5,1.44,7,4.5,1.42,7,4.5,1.42,7,4,1.45,6.5,4.5,1.44,7.25,4.99,1.47,8
E0,17/11/12,QPR,Southampton,1,3,A,0,2,A,M Dean,13,21,7,15,12,9,4,13,1,0,0,0,1.91,3.6,4,1.87,3.5,4,1.87,3.5,4,1.9,3.45,3.8,1.91,3.4,4,1.98,3.71,4.04,1.95
E0,17/11/12,Reading,Everton,2,1,H,0,1,A,M Atkinson,12,21,4,11,11,11,7,13,3,2,0,0,4.33,3.6,1.83,4.25,3.6,1.8,4.25,3.6,1.8,3.8,3.45,1.9,4.2,3.5,1.83,4.53,3.99,1.82,4.5
E0,17/11/12,West Brom,Chelsea,2,1,H,1,1,D,M Oliver,8,19,6,12,7,13,0,12,0,0,0,0,3.75,3.5,2,4.1,3.7,1.91,4.1,3.7,1.91,3.7,3.35,1.95,3.8,3.6,1.91,3.89,3.71,2.02,4
E0,18/11/12,Fulham,Sunderland,1,3,A,0,0,D,L Probert,18,12,13,9,9,13,4,4,1,3,1,0,1.67,3.75,5.25,1.75,3.6,5.25,1.75,3.6,5.25,1.75,3.5,4.5,1.73,3.5,5,1.74,3.94,5.2,1.73
E0,19/11/12,West Ham,Stoke,1,1,D,0,1,A,C Foy,16,12,11,6,8,9,12,4,1,0,0,0,2,3.4,3.8,2,3.5,3.9,2,3.5,3.9,1.9,3.45,3.8,2,3.4,3.6,2.09,3.34,4.12,2.05
E0,24/11/12,Aston Villa,Arsenal,0,0,D,0,0,D,L Mason,10,13,8,6,6,9,7,6,1,0,0,0,4.75,3.75,1.73,5,3.8,1.65,5,3.8,1.65,4.7,3.6,1.7,5,3.5,1.73,5.06,4.11,1.72,5
E0,24/11/12,Everton,Norwich,1,1,D,1,0,H,M Jones,14,8,9,4,10,18,4,2,0,3,0,0,1.44,4.33,7.5,1.44,4.2,7.25,1.44,4.2,7.25,1.5,4,6.1,1.44,4.33,7,1.51,4.67,7.05,1.53
E0,24/11/12,Man United,QPR,3,1,H,0,0,D,L Probert,15,10,10,6,6,10,9,7,1,1,0,0,1.17,7.5,15,1.18,6.25,16,1.18,6.25,16,1.15,7,15,1.2,6.5,13,1.18,8.2,19.05,1.2
E0,24/11/12,Stoke,Fulham,1,0,H,1,0,H,M Oliver,12,8,3,5,14,11,7,2,1,1,0,0,2.2,3.3,3.4,2.1,3.25,3.5,2.1,3.25,3.5,2.2,3.3,3.1,2.1,3.3,3.5,2.21,3.48,3.57,2.25
E0,24/11/12,Sunderland,West Brom,2,4,A,0,2,A,M Dean,19,11,12,6,12,15,7,2,2,3,0,0,2.5,3.3,2.88,2.45,3.2,2.85,2.45,3.2,2.85,2.3,3.3,2.9,2.4,3.3,2.88,2.48,3.36,3.13,2.5
E0,24/11/12,Wigan,Reading,3,2,H,0,1,A,H Webb,19,16,11,10,15,9,9,5,2,0,0,0,1.83,3.6,4.33,1.8,3.6,4.25,1.8,3.6,4.25,1.85,3.5,3.9,1.91,3.4,4,1.88,3.73,4.51,1.95
E0,25/11/12,Chelsea,Man City,0,0,D,0,0,D,C Foy,5,11,1,7,9,16,6,11,0,3,0,0,2.5,3.5,2.7,2.55,3.3,2.65,2.55,3.3,2.65,2.6,3.2,2.6,2.62,3.25,2.7,2.59,3.62,2.8,2.62
E0,25/11/12,Southampton,Newcastle,2,0,H,1,0,H,M Atkinson,17,8,10,3,12,14,4,3,2,2,0,0,2.3,3.5,3,2.25,3.4,3,2.25,3.4,3,2.5,3.3,2.65,2.38,3.3,2.9,2.32,3.61,3.2,2.3
E0,25/11/12,Swansea,Liverpool,0,0,D,0,0,D,J Moss,17,21,8,14,6,10,7,6,1,0,0,0,3.4,3.5,2.1,3.5,3.4,2.05,3.5,3.4,2.05,3.2,3.3,2.15,3.5,3.3,2.1,3.57,3.74,2.12,3.4
E0,25/11/12,Tottenham,West Ham,3,1,H,1,0,H,A Marriner,25,10,13,6,9,10,4,2,1,2,0,0,1.67,3.75,5.5,1.57,3.9,5.75,1.57,3.9,5.75,1.65,3.6,5.1,1.57,3.8,6,1.67,4.1,5.62,1.7
E0,27/11/12,Aston Villa,Reading,1,0,H,0,0,D,L Probert,15,11,7,6,10,5,8,3,1,0,0,0,1.95,3.4,4,1.9,3.4,4,1.9,3.4,4,2,3.4,3.5,2,3.25,4,1.98,3.67,4.13,2
E0,27/11/12,Sunderland,QPR,0,0,D,0,0,D,A Marriner,13,13,8,9,10,15,5,8,1,3,0,0,2.25,3.25,3.3,2.2,3.2,3.3,2.2,3.2,3.3,2,3.3,3.6,2.25,3.25,3.25,2.21,3.43,3.63,2.25
E0,28/11/12,Chelsea,Fulham,0,0,D,0,0,D,A Taylor,17,8,13,7,10,11,10,2,3,0,0,0,1.44,4.5,7,1.44,4.33,7,1.44,4.33,7,1.5,4,6.1,1.4,4.5,7.5,1.47,4.8,7.61,1.5
E0,28/11/12,Everton,Arsenal,1,1,D,1,1,D,M Oliver,14,12,10,9,15,9,6,6,2,1,0,0,2.5,3.4,2.75,2.45,3.2,2.85,2.45,3.2,2.85,2.4,3.3,2.75,2.5,3.4,2.7,2.46,3.52,3.04,2.5
E0,28/11/12,Man United,West Ham,1,0,H,1,0,H,M Jones,23,9,13,3,7,9,5,5,1,1,0,0,1.22,6.5,12,1.22,6,12,1.22,6,12,1.25,5.5,10.3,1.25,5.5,12,1.26,6.68,13.36,1.25
E0,28/11/12,Southampton,Norwich,1,1,D,1,1,D,M Clattenburg,8,9,2,5,11,7,3,7,1,1,0,0,2,3.4,3.8,2.1,3.3,3.4,2.1,3.3,3.4,2.1,3.3,3.3,2.15,3.4,3.3,2.09,3.74,3.66,2.1
E0,28/11/12,Stoke,Newcastle,2,1,H,0,0,D,H Webb,11,7,5,6,12,12,7,2,2,2,0,0,1.91,3.4,4.2,1.85,3.4,4.25,1.85,3.4,4.25,2,3.3,3.6,2,3.3,3.75,1.98,3.5,4.36,2
E0,28/11/12,Swansea,West Brom,3,1,H,3,1,H,L Mason,13,6,8,2,10,16,5,2,0,4,0,0,2.3,3.4,3.1,2.3,3.3,3,2.3,3.3,3,2.4,3.2,2.85,2.38,3.25,3,2.3,3.58,3.26,2.3
E0,28/11/12,Tottenham,Liverpool,2,1,H,2,0,H,P Dowd,14,14,7,9,4,14,1,12,1,2,0,0,2.4,3.4,2.88,2.35,3.3,2.9,2.35,3.3,2.9,2.15,3.3,3.2,2.38,3.25,3,2.46,3.5,3.04,2.4
E0,28/11/12,Wigan,Man City,0,2,A,0,0,D,M Halsey,9,15,4,6,13,12,6,6,1,1,0,0,6,4.2,1.53,6,4,1.53,6,4,1.53,5.4,3.7,1.6,6,4,1.53,6.45,4.52,1.55,6
E0,01/12/12,Arsenal,Swansea,0,2,A,0,0,D,M Clattenburg,10,12,8,10,11,9,8,5,1,0,0,0,1.44,4.5,7,1.45,4.2,7,1.45,4.2,7,1.42,4.4,7.2,1.44,4.33,7,1.49,4.68,7.44,1.5
E0,01/12/12,Fulham,Tottenham,0,3,A,0,0,D,C Foy,8,10,2,6,10,8,2,1,0,2,0,0,2.88,3.3,2.5,2.9,3.3,2.35,2.9,3.3,2.35,2.75,3.2,2.45,3,3.4,2.3,2.96,3.57,2.49,3
E0,01/12/12,Liverpool,Southampton,1,0,H,1,0,H,M Oliver,24,8,11,4,10,8,10,4,2,0,0,0,1.4,4.5,8.5,1.4,4.5,7.5,1.4,4.5,7.5,1.4,4.4,7.3,1.44,4.33,7,1.43,4.99,8.48,1.44
E0,01/12/12,Man City,Everton,1,1,D,1,1,D,L Probert,9,8,6,5,16,12,5,2,2,1,0,0,1.5,4,7,1.55,3.7,6.5,1.55,3.7,6.5,1.5,4,6.1,1.5,4,6.5,1.54,4.43,6.94,1.57
E0,01/12/12,QPR,Aston Villa,1,1,D,1,1,D,H Webb,17,7,12,3,5,6,11,4,1,2,0,0,1.95,3.5,4,1.95,3.4,3.8,1.95,3.4,3.8,2,3.3,3.6,2.05,3.4,3.5,1.99,3.63,4.14,2.05
E0,01/12/12,Reading,Man United,3,4,A,3,4,A,M Halsey,10,10,7,5,10,12,6,1,1,1,0,0,7.5,4.75,1.4,7.75,4.4,1.4,7.75,4.4,1.4,7.2,3.8,1.4,8,4.5,1.4,7.75,4.83,1.46,8
E0,01/12/12,West Brom,Stoke,0,1,A,0,0,D,K Friend,14,6,11,4,8,15,5,5,0,3,0,0,2.1,3.25,3.75,2,3.25,3.8,2,3.25,3.8,2.05,3.3,3.5,2,3.4,3.5,2.16,3.44,3.74,2.1
E0,01/12/12,West Ham,Chelsea,3,1,H,0,1,A,M Atkinson,16,16,13,9,15,6,14,5,1,2,0,0,4,3.5,1.91,3.8,3.5,1.91,3.8,3.5,1.91,3.7,3.35,1.95,4.2,3.5,1.83,4.21,3.54,2,3.8
E0,02/12/12,Norwich,Sunderland,2,1,H,2,1,H,P Dowd,7,16,5,6,11,16,2,6,0,2,0,0,2.1,3.3,3.6,2.05,3.3,3.6,2.05,3.3,3.6,2.15,3.3,3.2,2.2,3.3,3.2,2.1,3.43,3.97,2.05
E0,03/12/12,Newcastle,Wigan,3,0,H,2,0,H,M Jones,16,9,8,4,12,14,4,4,1,3,0,1,2,3.4,3.75,1.95,3.4,3.8,1.95,3.4,3.8,2,3.3,3.6,1.91,3.4,4,2.02,3.58,4.07,2.05
E0,08/12/12,Arsenal,West Brom,2,0,H,1,0,H,M Jones,16,7,7,2,11,12,7,4,2,3,0,0,1.5,4.33,6.5,1.48,4.2,6.5,1.48,4.2,6.5,1.5,4,6.1,1.53,4,6,1.53,4.48,6.94,1.57
E0,08/12/12,Aston Villa,Stoke,0,0,D,0,0,D,R East,9,1,5,0,8,13,3,2,0,1,0,1,2.4,3.2,3.1,2.4,3.1,3,2.4,3.1,3,2.4,3.3,2.75,2.4,3.25,2.9,2.46,3.26,3.26,2.5
E0,08/12/12,Southampton,Reading,1,0,H,0,0,D,J Moss,18,6,9,2,11,10,7,4,0,0,0,0,1.91,3.6,4,1.9,3.4,4,1.9,3.4,4,1.95,3.35,3.7,2,3.3,3.75,1.94,3.78,4.14,1.95
E0,08/12/12,Sunderland,Chelsea,1,3,A,0,2,A,M Halsey,14,11,10,5,11,14,11,1,1,3,0,0,4.75,3.5,1.8,4.75,3.7,1.7,4.75,3.7,1.7,4.2,3.5,1.8,4.5,3.5,1.8,5.05,3.78,1.79,4.8
E0,08/12/12,Swansea,Norwich,3,4,A,0,3,A,H Webb,21,10,10,8,12,9,6,2,2,1,0,0,1.8,3.6,4.5,1.78,3.5,4.5,1.78,3.5,4.5,1.85,3.45,4,1.83,3.5,4.33,1.82,3.74,4.92,1.85
E0,08/12/12,Wigan,QPR,2,2,D,1,1,D,P Dowd,14,8,9,4,7,11,11,4,0,1,0,0,2.3,3.4,3.1,2.35,3.3,2.9,2.35,3.3,2.9,2.2,3.3,3.1,2.3,3.2,3.1,2.38,3.53,3.15,2.45
E0,09/12/12,Everton,Tottenham,2,1,H,0,0,D,K Friend,17,8,11,6,10,9,4,4,2,2,0,0,2,3.5,3.75,2,3.3,3.75,2,3.3,3.75,2.1,3.3,3.3,2.05,3.3,3.6,2.01,3.64,4.04,1.95
E0,09/12/12,Man City,Man United,2,3,A,0,2,A,M Atkinson,16,8,11,3,11,9,8,2,4,3,0,0,2.2,3.5,3.2,2.15,3.3,3.3,2.15,3.3,3.3,2.3,3.3,2.9,2.25,3.2,3.2,2.24,3.61,3.37,2.3
E0,09/12/12,West Ham,Liverpool,2,3,A,2,1,H,L Probert,9,16,6,8,12,10,2,5,1,2,0,0,3,3.3,2.38,2.9,3.25,2.4,2.9,3.25,2.4,2.75,3.3,2.4,3,3.2,2.4,3.23,3.32,2.44,3
E0,10/12/12,Fulham,Newcastle,2,1,H,1,0,H,L Mason,16,20,7,13,13,11,5,4,0,0,0,0,1.91,3.6,4,1.85,3.4,4.25,1.85,3.4,4.25,1.9,3.45,3.8,1.91,3.4,4,1.98,3.65,4.14,1.95
E0,11/12/12,Sunderland,Reading,3,0,H,2,0,H,N Swarbrick,16,12,11,5,8,11,6,8,2,1,0,0,2,3.5,3.75,1.95,3.4,3.8,1.95,3.4,3.8,1.95,3.4,3.6,2,3.4,3.75,2.01,3.62,4.03,2
E0,15/12/12,Liverpool,Aston Villa,1,3,A,0,2,A,N Swarbrick,26,9,17,6,4,11,7,2,1,2,0,0,1.36,4.75,9,1.35,4.5,9.25,1.35,4.5,9.25,1.4,4.4,7.3,1.4,4.5,8,1.38,5.13,9.75,1.33
E0,15/12/12,Man United,Sunderland,3,1,H,2,0,H,C Foy,15,13,6,10,13,10,9,9,0,0,0,0,1.2,6.5,15,1.18,6.75,13.5,1.18,6.75,13.5,1.18,6.5,14,1.2,6.5,13,1.22,7.5,15.3,1.2
E0,15/12/12,Newcastle,Man City,1,3,A,0,2,A,A Marriner,17,16,8,10,9,16,12,7,3,2,0,0,5.5,3.75,1.67,5,3.9,1.62,5,3.9,1.62,5.1,3.6,1.65,5,4,1.62,5.36,4.02,1.71,5.5
E0,15/12/12,Norwich,Wigan,2,1,H,1,0,H,L Probert,16,12,10,6,7,4,7,3,3,1,0,0,2.2,3.4,3.25,2.1,3.3,3.4,2.1,3.3,3.4,2.05,3.3,3.5,2.2,3.25,3.25,2.22,3.55,3.48,2.1
E0,15/12/12,QPR,Fulham,2,1,H,0,0,D,M Atkinson,19,6,9,3,10,14,3,3,1,2,0,0,2.4,3.4,2.88,2.4,3.4,2.8,2.4,3.4,2.8,2.5,3.3,2.65,2.4,3.3,2.88,2.43,3.55,3.06,2.45
E0,15/12/12,Stoke,Everton,1,1,D,0,1,A,M Halsey,14,9,8,5,11,13,4,8,1,0,0,0,3.1,3.2,2.4,3,3.2,2.35,3,3.2,2.35,2.75,3.3,2.4,2.8,3.3,2.5,3.18,3.29,2.49,2.9
E0,16/12/12,Tottenham,Swansea,1,0,H,0,0,D,M Dean,24,4,16,0,12,8,9,3,2,3,0,0,1.62,4,5.5,1.62,3.9,5,1.62,3.9,5,1.6,3.7,5.4,1.62,3.75,5.5,1.65,4.16,5.76,1.62
E0,16/12/12,West Brom,West Ham,0,0,D,0,0,D,P Dowd,19,10,10,2,12,9,8,2,3,3,0,0,2,3.5,3.75,1.9,3.4,4,1.9,3.4,4,2,3.3,3.6,2,3.3,3.75,2.03,3.65,3.94,2
E0,17/12/12,Reading,Arsenal,2,5,A,0,3,A,A Taylor,7,25,5,17,8,4,3,7,1,1,0,0,5.5,4,1.62,5.25,3.9,1.6,5.25,3.9,1.6,5.1,3.6,1.65,5,3.75,1.67,5.5,4.14,1.68,4.6
E0,22/12/12,Liverpool,Fulham,4,0,H,2,0,H,M Clattenburg,22,7,12,6,13,6,8,2,1,2,0,0,1.53,4,6.5,1.57,3.7,6.25,1.57,3.7,6.25,1.57,3.75,5.6,1.57,3.75,6,1.53,4.36,7.38,1.57
E0,22/12/12,Man City,Reading,1,0,H,0,0,D,M Dean,17,6,10,1,11,15,12,3,2,3,0,0,1.14,8,19,1.15,8,14,1.15,8,14,1.12,8,16,1.14,7.5,17,1.15,9.64,20.56,1.17
E0,22/12/12,Newcastle,QPR,1,0,H,0,0,D,K Friend,18,5,8,4,9,16,10,3,3,2,0,0,2.1,3.4,3.5,2.05,3.3,3.6,2.05,3.3,3.6,1.95,3.35,3.7,2.1,3.25,3.5,2.08,3.52,3.91,2.15
E0,22/12/12,Southampton,Sunderland,0,1,A,0,1,A,H Webb,13,10,7,6,11,15,8,5,0,3,0,0,2,3.5,3.75,1.95,3.4,3.9,1.95,3.4,3.9,2,3.3,3.6,2,3.4,3.6,2.09,3.55,3.84,2.1
E0,22/12/12,Tottenham,Stoke,0,0,D,0,0,D,L Mason,21,4,14,2,8,11,11,4,2,5,0,0,1.62,3.75,6,1.57,3.75,6.25,1.57,3.75,6.25,1.67,3.55,5,1.62,3.6,6,1.62,3.95,6.73,1.62
E0,22/12/12,West Brom,Norwich,2,1,H,1,1,D,M Atkinson,12,10,8,4,14,9,6,5,1,1,0,0,1.91,3.6,4,1.95,3.5,3.8,1.95,3.5,3.8,2.05,3.3,3.5,2,3.3,3.75,1.98,3.57,4.25,2
E0,22/12/12,West Ham,Everton,1,2,A,1,0,H,A Taylor,6,15,5,8,12,8,3,5,1,0,1,1,2.88,3.25,2.5,2.85,3.2,2.5,2.85,3.2,2.5,2.75,3.3,2.4,2.88,3.3,2.4,3.14,3.25,2.54,2.9
E0,22/12/12,Wigan,Arsenal,0,1,A,0,0,D,J Moss,13,10,5,8,14,8,4,4,1,1,0,0,4.75,3.75,1.73,4.5,3.9,1.7,4.5,3.9,1.7,4.7,3.6,1.7,4.5,3.75,1.73,4.78,4.12,1.76,5
E0,23/12/12,Chelsea,Aston Villa,8,0,H,3,0,H,P Dowd,24,7,18,4,6,11,8,4,0,0,0,0,1.33,5.5,8.5,1.34,5,8.25,1.34,5,8.25,1.33,4.8,8.3,1.36,4.5,9,1.35,5.52,10.36,1.36
E0,23/12/12,Swansea,Man United,1,1,D,1,1,D,M Oliver,14,19,10,16,11,16,3,6,2,4,0,0,5,4,1.67,5,4,1.62,5,4,1.62,5.4,3.7,1.6,5.5,4,1.57,5.34,4.06,1.7,5
E0,26/12/12,Aston Villa,Tottenham,0,4,A,0,0,D,M Clattenburg,4,20,1,16,11,7,2,16,1,0,0,0,3.75,3.5,2,3.75,3.5,1.95,3.75,3.5,1.95,3.3,3.3,2.1,3.4,3.5,2.05,3.88,3.63,2.05,3.75
E0,26/12/12,Everton,Wigan,2,1,H,0,0,D,L Mason,17,10,9,6,10,11,11,2,1,3,0,0,1.44,4.5,7,1.48,4.1,7,1.48,4.1,7,1.47,4,6.6,1.5,4.2,6.5,1.47,4.59,8.22,1.5
E0,26/12/12,Fulham,Southampton,1,1,D,1,0,H,M Oliver,10,7,2,3,14,12,3,5,3,0,0,0,1.85,3.6,4.2,1.83,3.75,4,1.83,3.75,4,1.85,3.45,4,1.8,3.6,4.33,1.93,3.7,4.34,1.85
E0,26/12/12,Man United,Newcastle,4,3,H,1,2,A,M Dean,16,16,10,11,12,16,2,2,3,3,0,0,1.22,6.5,13,1.22,6.5,11,1.22,6.5,11,1.25,5.6,10,1.25,6,11,1.26,6.8,13.15,1.25
E0,26/12/12,Norwich,Chelsea,0,1,A,0,1,A,J Moss,8,20,4,11,7,7,5,7,1,1,0,0,6,3.75,1.62,5.5,4,1.57,5.5,4,1.57,5.4,3.7,1.6,5.5,3.75,1.62,6.05,4.1,1.63,6
E0,26/12/12,QPR,West Brom,1,2,A,0,1,A,C Foy,18,12,8,6,9,10,14,9,1,0,0,0,2.2,3.4,3.25,2.25,3.3,3.1,2.25,3.3,3.1,2.3,3.3,2.9,2.25,3.3,3.1,2.23,3.48,3.51,2.25
E0,26/12/12,Reading,Swansea,0,0,D,0,0,D,M Jones,3,10,2,4,14,17,6,4,2,1,0,0,2.9,3.4,2.38,2.9,3.4,2.35,2.9,3.4,2.35,2.75,3.3,2.4,2.7,3.4,2.5,2.99,3.55,2.48,3
E0,26/12/12,Stoke,Liverpool,3,1,H,2,1,H,H Webb,7,12,6,6,11,5,6,8,3,1,0,0,3.4,3.2,2.25,3.1,3.2,2.3,3.1,3.2,2.3,2.75,3.3,2.4,3.1,3.25,2.3,3.62,3.24,2.3,3.4
E0,26/12/12,Sunderland,Man City,1,0,H,0,0,D,K Friend,12,19,6,12,14,16,3,7,1,3,0,0,6.5,4,1.53,6.5,4.1,1.5,6.5,4.1,1.5,5.6,3.9,1.55,6,4,1.53,7.26,4.33,1.53,7.5
E0,29/12/12,Arsenal,Newcastle,7,3,H,1,1,D,C Foy,16,10,12,8,8,10,5,6,0,1,0,0,1.44,4.5,7,1.45,4.5,6.5,1.45,4.5,6.5,1.5,4,6.1,1.45,4.33,7,1.43,4.94,8.6,1.44
