Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH
E0,29/12/12,Aston Villa,Wigan,0,3,A,0,1,A,K Friend,11,9,4,6,16,8,4,3,3,2,0,0,2.4,3.25,3,2.35,3.2,3.1,2.35,3.2,3.1,2.2,3.2,3.2,2.3,3.25,3.1,2.49,3.3,3.17,2.4
E0,29/12/12,Fulham,Swansea,1,2,A,0,1,A,A Marriner,22,10,13,9,14,12,9,8,2,1,0,0,2.1,3.4,3.5,2.05,3.5,3.4,2.05,3.5,3.4,2.2,3.3,3.1,2.1,3.4,3.4,2.13,3.6,3.66,2.15
E0,29/12/12,Man United,West Brom,2,0,H,1,0,H,J Moss,17,13,14,9,9,7,9,6,1,0,0,0,1.3,5.5,10,1.3,5.25,9.25,1.3,5.25,9.25,1.27,5.2,10,1.29,5.5,9.5,1.32,5.83,10.97,1.33
E0,29/12/12,Norwich,Man City,3,4,A,1,2,A,M Jones,13,13,8,9,8,10,4,9,3,1,0,1,6,4,1.57,6.25,3.75,1.57,6.25,3.75,1.57,5.4,3.7,1.6,5.5,4,1.57,6.52,4.35,1.57,6
E0,29/12/12,Reading,West Ham,1,0,H,1,0,H,M Oliver,3,11,2,3,17,10,2,2,3,4,0,0,2.88,3.25,2.5,2.8,3.25,2.5,2.8,3.25,2.5,2.6,3.2,2.6,2.6,3.4,2.6,2.95,3.35,2.61,2.7
E0,29/12/12,Stoke,Southampton,3,3,D,1,3,A,M Clattenburg,10,8,8,7,6,9,7,4,1,2,1,0,1.8,3.5,4.75,1.75,3.4,5,1.75,3.4,5,1.8,3.5,4.2,1.8,3.4,4.5,1.85,3.64,4.9,1.85
E0,29/12/12,Sunderland,Tottenham,1,2,A,1,0,H,L Mason,9,18,6,14,9,15,3,8,1,3,0,0,3.5,3.4,2.1,3.5,3.4,2.05,3.5,3.4,2.05,3.3,3.3,2.1,3.4,3.4,2.1,3.85,3.55,2.09,3.6
E0,30/12/12,Everton,Chelsea,1,2,A,1,1,D,H Webb,12,15,6,10,14,12,7,7,2,3,0,0,2.88,3.3,2.5,2.9,3.2,2.45,2.9,3.2,2.45,2.65,3.3,2.5,2.8,3.25,2.5,3,3.39,2.55,2.8
E0,30/12/12,QPR,Liverpool,0,3,A,0,3,A,A Taylor,14,16,7,11,10,8,1,9,2,1,0,0,4,3.5,1.91,4,3.6,1.87,4,3.6,1.87,3.8,3.45,1.9,3.75,3.5,1.91,4.1,3.72,1.97,4
E0,01/01/13,Man City,Stoke,3,0,H,1,0,H,M Oliver,17,4,9,3,6,9,7,2,2,2,0,0,1.29,5.5,11,1.28,5,12,1.28,5,12,1.27,5.2,10,1.3,5,10,1.31,5.77,12.1,1.33
E0,01/01/13,Southampton,Arsenal,1,1,D,1,1,D,L Probert,9,6,6,4,9,6,3,3,2,0,0,0,5,3.75,1.7,5,3.9,1.65,5,3.9,1.65,4.7,3.6,1.7,4.5,3.75,1.73,5.24,4.05,1.71,5
E0,01/01/13,Swansea,Aston Villa,2,2,D,1,1,D,M Halsey,23,8,13,6,7,15,3,2,0,4,0,0,1.57,4,6,1.57,4,5.5,1.57,4,5.5,1.6,3.7,5.4,1.6,3.75,6,1.62,4.16,6.2,1.6
E0,01/01/13,Tottenham,Reading,3,1,H,1,1,D,H Webb,30,7,20,4,9,9,12,3,0,0,0,0,1.33,5,10,1.34,4.75,9.25,1.34,4.75,9.25,1.35,4.8,7.6,1.3,5,10,1.35,5.4,10.87,1.36
E0,01/01/13,West Brom,Fulham,1,2,A,0,1,A,M Dean,17,10,10,5,14,6,10,5,0,0,0,0,2,3.5,3.75,1.95,3.4,3.9,1.95,3.4,3.9,2,3.3,3.6,2,3.4,3.75,2.02,3.63,4.01,2
E0,01/01/13,West Ham,Norwich,2,1,H,2,0,H,M Clattenburg,14,9,8,3,14,7,11,3,0,0,0,0,2.1,3.4,3.5,2.05,3.3,3.6,2.05,3.3,3.6,2.2,3.3,3.1,2.1,3.4,3.4,2.1,3.49,3.89,2.15
E0,01/01/13,Wigan,Man United,0,4,A,0,2,A,A Marriner,7,14,3,9,13,5,1,6,1,1,0,0,6,4.2,1.53,6.25,4.2,1.5,6.25,4.2,1.5,6.1,4,1.5,6,4.33,1.5,6.13,4.3,1.6,6
E0,02/01/13,Chelsea,QPR,0,1,A,0,0,D,L Mason,23,8,11,5,12,8,14,2,1,1,0,0,1.2,6.5,15,1.2,6.25,14,1.2,6.25,14,1.22,5.5,12,1.22,6,12,1.22,7.2,17.1,1.22
E0,02/01/13,Liverpool,Sunderland,3,0,H,2,0,H,P Dowd,27,6,16,5,8,5,9,5,0,1,0,0,1.4,4.5,8.5,1.4,4.33,8.25,1.4,4.33,8.25,1.45,4,7,1.4,4.5,8,1.38,5.05,10.25,1.4
E0,02/01/13,Newcastle,Everton,1,2,A,1,1,D,M Atkinson,14,7,11,6,21,7,4,6,3,2,0,0,3,3.4,2.38,2.95,3.25,2.4,2.95,3.25,2.4,2.75,3.3,2.4,2.8,3.4,2.4,3.31,3.5,2.31,3
E0,12/01/13,Aston Villa,Southampton,0,1,A,0,1,A,M Halsey,16,11,10,4,9,6,9,5,1,1,0,0,2.55,3.5,2.9,2.45,3.25,2.85,2.45,3.25,2.85,2.3,3.3,2.9,2.4,3.3,2.88,2.49,3.46,3.03,2.62
E0,12/01/13,Everton,Swansea,0,0,D,0,0,D,P Dowd,16,4,8,2,13,9,7,1,1,4,0,0,1.57,4.2,6.5,1.53,4.1,6,1.53,4.1,6,1.6,3.7,5.4,1.62,3.75,5.5,1.57,4.38,6.5,1.62
E0,12/01/13,Fulham,Wigan,1,1,D,1,0,H,M Clattenburg,14,15,5,6,8,15,6,8,0,1,0,0,2.05,3.5,4,1.91,3.4,4,1.91,3.4,4,1.9,3.45,3.8,1.95,3.5,3.75,2.05,3.56,3.97,2.05
E0,12/01/13,Norwich,Newcastle,0,0,D,0,0,D,A Taylor,12,9,3,4,5,6,5,4,0,1,0,0,2.2,3.6,3.4,2.15,3.4,3.25,2.15,3.4,3.25,2.1,3.3,3.3,2.05,3.4,3.4,2.22,3.59,3.43,2.25
E0,12/01/13,QPR,Tottenham,0,0,D,0,0,D,L Probert,4,16,1,8,10,7,2,6,1,1,0,0,4.5,3.8,1.85,4.2,3.7,1.8,4.2,3.7,1.8,3.8,3.45,1.9,4.33,3.5,1.83,4.4,3.91,1.86,4.5
E0,12/01/13,Reading,West Brom,3,2,H,0,1,A,K Friend,7,11,7,6,6,13,8,4,1,1,0,0,3,3.4,2.5,2.9,3.2,2.45,2.9,3.2,2.45,2.6,3.2,2.6,2.88,3.3,2.4,2.99,3.46,2.52,3
E0,12/01/13,Stoke,Chelsea,0,4,A,0,1,A,A Marriner,11,11,5,9,13,9,6,7,1,0,0,0,4.33,3.5,1.95,4,3.4,1.91,4,3.4,1.91,3.8,3.45,1.9,4.2,3.2,1.95,4.29,3.45,2.01,4.33
E0,12/01/13,Sunderland,West Ham,3,0,H,1,0,H,N Swarbrick,18,9,14,4,10,13,4,6,0,3,0,0,2.38,3.3,3.3,2.3,3.2,3.1,2.3,3.2,3.1,2.2,3.3,3.1,2.25,3.25,3.2,2.41,3.36,3.25,2.4
E0,13/01/13,Arsenal,Man City,0,2,A,0,2,A,M Dean,9,16,4,9,11,18,2,7,2,4,1,1,2.63,3.5,2.8,2.55,3.4,2.65,2.55,3.4,2.65,2.65,3.3,2.5,2.7,3.4,2.5,2.63,3.48,2.83,2.7
E0,13/01/13,Man United,Liverpool,2,1,H,1,0,H,H Webb,15,12,10,5,14,16,3,1,1,4,0,0,1.91,3.8,4.2,1.8,3.8,4.1,1.8,3.8,4.1,1.75,3.6,4.3,1.83,3.75,4,1.95,3.71,4.2,1.95
E0,16/01/13,Chelsea,Southampton,2,2,D,2,0,H,M Oliver,19,7,10,3,10,11,4,3,1,0,0,0,1.25,6.5,15,1.23,6.25,11,1.23,6.25,11,1.25,5.5,10.3,1.25,6,10,1.25,6.76,14.45,1.25
E0,19/01/13,Liverpool,Norwich,5,0,H,2,0,H,M Oliver,17,5,10,3,10,8,10,4,1,1,0,0,1.33,5.5,10.5,1.3,5.25,9.75,1.3,5.25,9.75,1.33,4.8,8.3,1.33,5,8.5,1.33,5.75,10.52,1.36
E0,19/01/13,Man City,Fulham,2,0,H,1,0,H,J Moss,20,3,11,0,12,6,1,2,1,2,0,0,1.25,6.5,14,1.23,6,11.5,1.23,6,11.5,1.22,5.5,12,1.25,6,10,1.25,6.66,13.84,1.29
E0,19/01/13,Newcastle,Reading,1,2,A,1,0,H,A Marriner,15,6,10,2,9,10,6,2,2,3,0,0,1.75,4,5,1.72,3.75,4.6,1.72,3.75,4.6,1.8,3.5,4.2,1.8,3.75,4.2,1.75,3.96,5.08,1.73
E0,19/01/13,Swansea,Stoke,3,1,H,0,0,D,M Dean,12,7,6,2,11,9,7,6,0,0,0,0,2.2,3.4,3.6,2.1,3.4,3.4,2.1,3.4,3.4,2,3.3,3.6,2.15,3.2,3.5,2.17,3.42,3.74,2.25
E0,19/01/13,West Brom,Aston Villa,2,2,D,0,2,A,L Probert,25,11,9,7,8,10,8,8,3,3,0,0,1.75,4,5,1.72,3.8,4.5,1.72,3.8,4.5,1.8,3.5,4.2,1.72,3.75,4.5,1.79,3.78,5.05,1.75
E0,19/01/13,West Ham,QPR,1,1,D,0,1,A,H Webb,22,9,13,6,6,11,12,2,1,0,0,0,2.1,3.5,3.75,2,3.5,3.6,2,3.5,3.6,2,3.3,3.6,2.1,3.3,3.5,2.05,3.62,3.9,2.1
E0,19/01/13,Wigan,Sunderland,2,3,A,1,3,A,A Taylor,20,10,11,5,10,16,9,0,3,2,0,0,2.15,3.4,3.8,2.1,3.25,3.6,2.1,3.25,3.6,2.15,3.3,3.2,2.15,3.3,3.4,2.13,3.52,3.74,2.15
E0,20/01/13,Chelsea,Arsenal,2,1,H,2,0,H,M Atkinson,13,12,8,8,10,11,3,9,2,1,0,0,1.91,3.6,4,1.91,3.4,4,1.91,3.4,4,1.9,3.45,3.8,1.83,3.75,4,2,3.65,4.06,1.95
E0,20/01/13,Tottenham,Man United,1,1,D,0,1,A,C Foy,23,6,18,4,7,14,9,4,1,4,0,0,2.9,3.6,2.5,2.85,3.6,2.3,2.85,3.6,2.3,2.9,3.3,2.3,3,3.5,2.25,2.86,3.65,2.52,3
E0,21/01/13,Southampton,Everton,0,0,D,0,0,D,N Swarbrick,14,10,11,7,14,11,10,6,2,1,0,0,3.6,3.5,2.05,3.9,3.5,1.91,3.9,3.5,1.91,3.6,3.3,2,3.5,3.3,2.1,3.93,3.6,2.05,4
E0,23/01/13,Arsenal,West Ham,5,1,H,1,1,D,A Marriner,23,7,17,5,9,10,13,5,0,1,0,0,1.44,4.75,8,1.44,4.1,7.75,1.44,4.1,7.75,1.4,4.4,7.3,1.44,4.5,7,1.48,4.63,7.81,1.44
E0,29/01/13,Aston Villa,Newcastle,1,2,A,0,2,A,M Dean,10,10,4,7,16,9,3,4,5,2,0,0,2.9,3.4,2.6,2.85,3.2,2.5,2.85,3.2,2.5,2.4,3.3,2.75,2.8,3.1,2.62,2.86,3.43,2.64,2.75
E0,29/01/13,QPR,Man City,0,0,D,0,0,D,P Dowd,5,15,3,7,9,9,2,10,2,2,0,0,7.5,4.5,1.5,7,4.4,1.44,7,4.4,1.44,5.6,3.9,1.55,6.5,4.33,1.44,7.48,4.78,1.48,7
E0,29/01/13,Stoke,Wigan,2,2,D,1,0,H,M Jones,9,11,4,6,12,10,0,1,1,1,0,0,2.2,3.3,3.75,2.05,3.3,3.6,2.05,3.3,3.6,2,3.3,3.6,2.1,3.2,3.6,2.18,3.32,3.84,2.2
E0,29/01/13,Sunderland,Swansea,0,0,D,0,0,D,A Marriner,4,18,2,8,11,11,3,4,1,2,0,0,2.5,3.4,3,2.55,3.25,2.75,2.55,3.25,2.75,2.2,3.3,3.1,2.5,3.1,2.9,2.52,3.31,3.11,2.5
E0,30/01/13,Arsenal,Liverpool,2,2,D,0,1,A,K Friend,14,10,6,5,9,11,8,6,3,1,0,0,2.4,3.5,3.1,2.4,3.2,3,2.4,3.2,3,2.2,3.3,3.1,2.2,3.5,3.1,2.37,3.56,3.14,2.4
E0,30/01/13,Everton,West Brom,2,1,H,2,0,H,M Oliver,11,7,4,4,9,14,5,2,0,2,0,0,1.6,4.1,6.5,1.53,4.1,6,1.53,4.1,6,1.6,3.7,5.4,1.61,3.75,5.5,1.56,4.3,6.73,1.6
E0,30/01/13,Fulham,West Ham,3,1,H,1,0,H,C Foy,13,8,6,4,8,9,2,8,2,0,0,0,2.2,3.5,3.5,2.15,3.4,3.3,2.15,3.4,3.3,2,3.3,3.6,2.2,3.25,3.3,2.2,3.54,3.51,2.2
E0,30/01/13,Man United,Southampton,2,1,H,2,1,H,L Mason,11,21,7,10,10,10,4,8,2,1,0,0,1.25,6.5,14,1.2,7,11.5,1.2,7,11.5,1.15,7,15,1.2,6.5,12,1.25,7.02,13.41,1.25
E0,30/01/13,Norwich,Tottenham,1,1,D,1,0,H,N Swarbrick,8,12,4,7,13,14,3,6,4,1,0,0,4.75,3.75,1.83,4.6,3.6,1.75,4.6,3.6,1.75,4,3.45,1.85,4.5,3.5,1.8,4.65,3.79,1.85,4.5
E0,30/01/13,Reading,Chelsea,2,2,D,0,1,A,M Halsey,5,14,2,5,8,20,0,6,1,2,0,0,7.5,4.5,1.5,7.25,4.2,1.45,7.25,4.2,1.45,6.1,4,1.5,6.5,4,1.5,7.52,4.72,1.48,7
E0,02/02/13,Arsenal,Stoke,1,0,H,0,0,D,C Foy,15,6,9,2,3,13,11,1,0,3,0,0,1.44,4.5,9,1.42,4.2,8.25,1.42,4.2,8.25,1.45,4,7,1.4,4.33,8,1.43,4.68,9.15,1.44
E0,02/02/13,Everton,Aston Villa,3,3,D,1,2,A,M Jones,22,8,13,4,6,23,15,2,1,4,0,0,1.4,5,9,1.35,4.6,9.25,1.35,4.6,9.25,1.42,4.4,7.2,1.4,4.33,7.5,1.37,5.13,10.25,1.4
E0,02/02/13,Fulham,Man United,0,1,A,0,0,D,K Friend,15,13,8,8,8,15,5,8,1,1,0,0,5.5,4.2,1.65,5.5,4.1,1.57,5.5,4.1,1.57,5.6,3.75,1.57,6,3.75,1.57,5.73,4.24,1.64,5.5
E0,02/02/13,Newcastle,Chelsea,3,2,H,1,0,H,H Webb,19,12,13,6,11,5,5,4,2,3,0,0,4,3.6,2,3.75,3.7,1.9,3.75,3.7,1.9,4,3.45,1.85,3.75,3.5,1.95,4,3.6,2.03,4
E0,02/02/13,QPR,Norwich,0,0,D,0,0,D,J Moss,15,14,7,9,6,20,10,8,2,5,0,0,1.95,3.6,4.33,1.91,3.6,3.8,1.91,3.6,3.8,1.95,3.35,3.7,2,3.3,3.75,1.95,3.59,4.35,2
E0,02/02/13,Reading,Sunderland,2,1,H,1,1,D,L Mason,9,10,5,6,12,15,6,8,1,3,0,0,2.5,3.4,3,2.4,3.25,2.95,2.4,3.25,2.95,2.3,3.3,2.9,2.4,3.3,2.87,2.52,3.39,3.04,2.38
E0,02/02/13,West Ham,Swansea,1,0,H,0,0,D,L Probert,18,11,9,7,7,9,5,3,1,1,0,0,2.4,3.4,3.2,2.4,3.2,3,2.4,3.2,3,2.3,3.1,3.1,2.37,3.4,2.87,2.34,3.42,3.33,2.45
E0,02/02/13,Wigan,Southampton,2,2,D,1,0,H,A Marriner,5,15,3,7,6,16,8,5,0,2,0,0,2.2,3.5,3.5,2.15,3.4,3.3,2.15,3.4,3.3,2,3.3,3.6,2.1,3.3,3.5,2.24,3.53,3.44,2.25
E0,03/02/13,Man City,Liverpool,2,2,D,1,1,D,A Taylor,9,21,5,12,14,7,9,10,2,4,0,0,1.83,3.9,4.5,1.85,3.8,3.8,1.85,3.8,3.8,1.8,3.5,4.2,1.83,3.75,4,1.82,3.89,4.69,1.85
E0,03/02/13,West Brom,Tottenham,0,1,A,0,0,D,M Clattenburg,4,21,3,13,9,9,2,17,1,0,1,0,3.6,3.4,2.2,3.5,3.3,2.1,3.5,3.3,2.1,3.6,3.3,2,3.4,3.4,2.1,3.56,3.48,2.21,3.3
E0,09/02/13,Chelsea,Wigan,4,1,H,1,0,H,M Dean,25,13,17,10,9,13,10,6,1,2,0,0,1.36,5.5,9.5,1.34,5,8.5,1.34,5,8.5,1.3,5,9,1.28,5.5,9,1.36,5.47,9.9,1.36
E0,09/02/13,Norwich,Fulham,0,0,D,0,0,D,H Webb,15,7,8,5,10,16,3,4,2,2,0,0,2.3,3.4,3.4,2.3,3.25,3.1,2.3,3.25,3.1,2.3,3.3,2.9,2.3,3.3,3,2.26,3.47,3.46,2.3
E0,09/02/13,Southampton,Man City,3,1,H,2,1,H,M Atkinson,13,7,7,4,9,13,6,6,1,2,0,0,5.75,4,1.67,5.5,4,1.57,5.5,4,1.57,5.6,3.9,1.55,5.5,4,1.57,5.65,4.14,1.66,5.5
E0,09/02/13,Stoke,Reading,2,1,H,0,0,D,M Oliver,13,5,10,4,7,4,11,3,2,0,0,0,1.91,3.5,4.6,1.83,3.4,4.4,1.83,3.4,4.4,1.9,3.45,3.8,1.9,3.3,4.2,1.92,3.58,4.55,1.95
E0,09/02/13,Sunderland,Arsenal,0,1,A,0,1,A,A Taylor,12,18,7,9,6,13,11,2,3,2,0,1,4.5,3.6,1.91,4,3.6,1.85,4,3.6,1.85,4.2,3.5,1.8,4.33,3.5,1.83,4.59,3.72,1.88,4.2
E0,09/02/13,Swansea,QPR,4,1,H,2,0,H,N Swarbrick,13,14,12,8,10,9,5,2,1,3,0,0,1.83,3.75,4.75,1.83,3.4,4.4,1.83,3.4,4.4,1.8,3.5,4.2,1.83,3.5,4.33,1.83,3.66,4.96,1.91
E0,09/02/13,Tottenham,Newcastle,2,1,H,1,1,D,P Dowd,16,9,9,7,5,11,11,5,0,2,0,0,1.67,4,5.75,1.65,3.8,5,1.65,3.8,5,1.7,3.6,4.7,1.66,3.75,5,1.66,4.09,5.78,1.7
E0,10/02/13,Aston Villa,West Ham,2,1,H,0,0,D,M Clattenburg,7,13,2,7,15,12,4,10,3,2,0,0,2.63,3.4,2.88,2.55,3.25,2.75,2.55,3.25,2.75,2.45,3.3,2.7,2.4,3.4,2.8,2.67,3.43,2.82,2.7
E0,10/02/13,Man United,Everton,2,0,H,2,0,H,M Halsey,10,9,6,8,12,9,7,6,0,2,0,0,1.75,3.9,5,1.7,3.8,4.75,1.7,3.8,4.75,1.65,3.6,5.1,1.61,4,5,1.78,3.96,4.84,1.8
E0,11/02/13,Liverpool,West Brom,0,2,A,0,0,D,J Moss,23,4,14,3,9,9,13,5,1,4,0,0,1.4,5,9,1.34,5,8.5,1.34,5,8.5,1.37,4.6,7.5,1.4,4.5,7.5,1.37,5.26,9.9,1.4
E0,17/02/13,Liverpool,Swansea,5,0,H,1,0,H,H Webb,33,4,18,3,6,9,10,1,0,1,0,0,1.57,4.4,6,1.57,4.1,5.5,1.57,4.1,5.5,1.55,3.9,5.6,1.53,4,6,1.56,4.47,6.5,1.57
E0,23/02/13,Arsenal,Aston Villa,2,1,H,1,0,H,M Atkinson,24,5,14,3,7,12,12,3,1,2,0,0,1.33,5.5,11,1.3,5.25,9.25,1.3,5.25,9.25,1.35,4.8,7.6,1.33,5,9,1.31,5.73,11.84,1.33
E0,23/02/13,Fulham,Stoke,1,0,H,1,0,H,L Probert,20,7,9,2,4,9,9,4,1,3,0,0,2.2,3.3,3.75,2.05,3.3,3.6,2.05,3.3,3.6,2.05,3.3,3.5,2.2,3.2,3.4,2.18,3.38,3.75,2.25
E0,23/02/13,Norwich,Everton,2,1,H,0,1,A,L Mason,10,11,9,5,15,10,7,5,1,1,0,0,3.8,3.5,2.1,3.6,3.3,2.05,3.6,3.3,2.05,3.6,3.3,2,3.5,3.3,2.1,3.78,3.47,2.14,3.6
E0,23/02/13,QPR,Man United,0,2,A,0,1,A,A Taylor,12,13,5,8,10,6,2,4,0,0,0,0,7,4.33,1.53,6.5,3.9,1.53,6.5,3.9,1.53,7,4,1.45,6,4.33,1.5,6.66,4.28,1.57,7
E0,23/02/13,Reading,Wigan,0,3,A,0,2,A,P Dowd,7,14,1,8,9,11,2,9,1,1,1,0,2.63,3.4,2.88,2.55,3.2,2.8,2.55,3.2,2.8,2.2,3.3,3.1,2.37,3.4,2.9,2.65,3.47,2.81,2.62
E0,23/02/13,West Brom,Sunderland,2,1,H,1,0,H,R East,17,10,7,6,13,9,5,5,2,1,0,0,2.05,3.5,4,1.95,3.3,4,1.95,3.3,4,2,3.3,3.6,2.05,3.4,3.5,2.01,3.55,4.15,2.05
E0,24/02/13,Man City,Chelsea,2,0,H,0,0,D,A Marriner,15,4,11,1,19,5,6,6,3,1,0,0,1.95,3.6,4.33,1.91,3.5,3.9,1.91,3.5,3.9,1.95,3.35,3.7,2,3.5,3.6,1.93,3.75,4.27,1.95
E0,24/02/13,Newcastle,Southampton,4,2,H,2,1,H,C Foy,11,11,5,7,12,12,7,3,0,4,0,0,2.2,3.5,3.2,2,3.5,3.6,2,3.5,3.6,2,3.3,3.6,2,3.4,3.75,2.18,3.59,3.54,2.2
E0,25/02/13,West Ham,Tottenham,2,3,A,1,1,D,H Webb,8,25,6,16,12,7,6,12,4,1,0,0,3.6,3.5,2.15,3.4,3.25,2.15,3.4,3.25,2.15,3.3,3.3,2.1,3.2,3.4,2,3.65,3.45,2.19,3.5
E0,02/03/13,Chelsea,West Brom,1,0,H,1,0,H,K Friend,25,8,19,4,12,16,9,7,1,2,0,0,1.4,5,9,1.4,4.33,8.25,1.4,4.33,8.25,1.37,4.6,7.5,1.4,4.5,8,1.43,4.95,8.58,1.44
E0,02/03/13,Everton,Reading,3,1,H,1,0,H,A Taylor,18,12,12,6,8,8,9,10,1,1,0,0,1.38,5,10,1.36,5,7.75,1.36,5,7.75,1.42,4.4,7.2,1.4,4.5,8,1.39,5.16,9.48,1.4
E0,02/03/13,Man United,Norwich,4,0,H,1,0,H,N Swarbrick,13,1,10,1,5,15,7,3,0,4,0,0,1.33,5.5,11,1.3,5.25,9.25,1.3,5.25,9.25,1.3,5,9,1.3,5.5,9,1.38,5.25,9.44,1.36
E0,02/03/13,Southampton,QPR,1,2,A,1,1,D,H Webb,17,5,9,3,7,15,6,3,1,3,0,0,1.85,3.8,4.5,1.8,3.5,4.5,1.8,3.5,4.5,1.9,3.45,3.8,1.9,3.4,4,1.86,3.79,4.56,1.85
E0,02/03/13,Stoke,West Ham,0,1,A,0,1,A,J Moss,10,10,2,7,12,12,4,2,1,2,0,0,2.15,3.25,4,2.05,3.3,3.6,2.05,3.3,3.6,2,3.3,3.6,2.1,3.3,3.5,2.14,3.31,3.98,2.1
E0,02/03/13,Sunderland,Fulham,2,2,D,1,2,A,M Halsey,12,7,6,4,9,14,7,3,1,3,0,0,2.4,3.3,3.3,2.35,3.2,3.1,2.35,3.2,3.1,2.2,3.2,3.2,2.2,3.3,3.25,2.35,3.31,3.42,2.4
E0,02/03/13,Swansea,Newcastle,1,0,H,0,0,D,C Pawson,10,14,7,7,9,17,7,7,0,2,0,0,2.1,3.6,3.75,2,3.5,3.6,2,3.5,3.6,2.1,3.3,3.3,2.15,3.4,3.25,2.09,3.58,3.82,2.1
E0,02/03/13,Wigan,Liverpool,0,4,A,0,3,A,M Atkinson,15,8,11,7,11,15,4,3,2,2,0,0,4.5,3.75,1.85,4.2,3.8,1.78,4.2,3.8,1.78,4.2,3.5,1.8,4.5,3.5,1.8,4.48,3.78,1.88,4.5
E0,03/03/13,Tottenham,Arsenal,2,1,H,2,0,H,M Clattenburg,11,10,5,6,17,13,4,6,3,1,0,0,2.3,3.6,3.25,2.3,3.4,3,2.3,3.4,3,2.3,3.3,2.9,2.25,3.4,3,2.33,3.6,3.19,2.3
E0,04/03/13,Aston Villa,Man City,0,1,A,0,1,A,M Dean,10,20,5,12,10,14,6,5,2,0,0,0,7.5,4.5,1.44,7.5,4.25,1.44,7.5,4.25,1.44,5.6,3.9,1.55,5.5,4.33,1.53,7.62,4.52,1.5,6
E0,09/03/13,Norwich,Southampton,0,0,D,0,0,D,M Clattenburg,3,15,2,7,9,10,1,7,2,3,0,0,2.5,3.4,3,2.4,3.2,3,2.4,3.2,3,2.2,3.3,3.1,2.25,3.4,3.1,2.55,3.43,2.96,2.5
E0,09/03/13,QPR,Sunderland,3,1,H,1,1,D,M Jones,15,7,8,3,4,19,4,5,0,2,0,0,2.25,3.4,3.5,2.25,3.25,3.2,2.25,3.25,3.2,2.25,3.3,3,2.25,3.25,3.2,2.26,3.32,3.61,2.3
E0,09/03/13,Reading,Aston Villa,1,2,A,1,2,A,J Moss,10,18,4,7,8,7,6,1,2,3,0,0,2.45,3.4,3.1,2.35,3.25,3,2.35,3.25,3,2.2,3.3,3.1,2.3,3.3,3.1,2.42,3.4,3.19,2.5
E0,09/03/13,West Brom,Swansea,2,1,H,1,1,D,L Mason,12,9,6,4,9,10,3,3,1,1,0,0,2.45,3.3,3.2,2.35,3.2,3.1,2.35,3.2,3.1,2.2,3.3,3.1,2.2,3.4,3.2,2.42,3.38,3.21,2.4
